device_id,total,approval_rate,null_rate,unique_stations,unique_junctions,night_rate,scita_rate,anomaly_flag,anomaly_score
FKDEV00611,12,0.0,1.0,1,2,0.0,1.0,1,0.11852708115254562
FKDEV00612,31,1.0,0.8709677419354839,2,3,0.2903225806451613,0.7096774193548387,1,0.08950457965794062
FKDEV00613,244,0.7446808510638298,0.6147540983606558,4,1,0.26639344262295084,0.7827868852459017,1,0.07599895651702604
FKDEV00614,21,0.5454545454545454,0.47619047619047616,1,5,0.23809523809523808,0.8095238095238095,1,0.1574453153240013
FKDEV00615,183,0.5375,0.5628415300546448,3,11,0.07650273224043716,0.9180327868852459,1,0.09600575864292915
FKDEV00616,3,0.0,1.0,1,1,0.6666666666666666,1.0,1,0.09439569134854164
FKDEV00617,140,0.9351851851851852,0.22857142857142856,1,4,0.5857142857142857,0.9214285714285714,1,0.10973542624399468
FKDEV00618,604,0.7990867579908676,0.27483443708609273,4,10,0.6423841059602649,0.7533112582781457,-1,-7.837808616417696e-05
FKDEV00619,7,0.3333333333333333,0.5714285714285714,1,2,0.0,1.0,1,0.12523102869661729
FKDEV00620,42,0.78125,0.23809523809523808,1,1,0.42857142857142855,0.8095238095238095,1,0.15216007666398212
FKDEV00621,52,0.75,0.6923076923076923,2,8,0.21153846153846154,0.8269230769230769,1,0.1534374005950202
FKDEV00622,848,0.42750373692077726,0.21108490566037735,1,6,0.14268867924528303,0.9634433962264151,1,0.001955944156444067
FKDEV00623,33,0.9655172413793104,0.12121212121212122,2,2,0.5454545454545454,0.8787878787878788,1,0.11235543598482456
FKDEV00624,82,0.6153846153846154,0.524390243902439,2,7,0.7073170731707317,0.6829268292682927,1,0.0987202099377325
FKDEV00625,85,0.7368421052631579,0.32941176470588235,1,4,0.24705882352941178,0.9882352941176471,1,0.16339971150856442
FKDEV00626,64,0.9375,0.25,4,6,0.140625,0.96875,1,0.06088202280636079
FKDEV00627,214,0.7395833333333334,0.5514018691588785,2,5,0.48598130841121495,0.8130841121495327,1,0.13838988158550303
FKDEV00628,306,0.49411764705882355,0.7222222222222222,3,1,0.17647058823529413,0.4673202614379085,1,0.02417831287401684
FKDEV00629,256,0.519774011299435,0.30859375,1,1,0.140625,0.94140625,1,0.11984203525629522
FKDEV00630,17,0.8571428571428571,0.17647058823529413,2,2,0.29411764705882354,0.8235294117647058,1,0.14634025384656407
FKDEV00631,122,0.7435897435897436,0.36065573770491804,4,11,0.4098360655737705,0.9508196721311475,1,0.10794012941635284
FKDEV00632,168,0.8155339805825242,0.3869047619047619,2,12,0.16071428571428573,0.8630952380952381,1,0.13855772966648638
FKDEV00633,2,0.0,1.0,1,1,0.0,0.5,1,0.08054077421952632
FKDEV00634,621,0.3950617283950617,0.4782608695652174,2,5,0.6151368760064412,0.8615136876006442,1,0.036390203428727896
FKDEV00635,122,0.45,0.5081967213114754,2,1,0.4016393442622951,0.7868852459016393,1,0.12815009184435078
FKDEV00636,4,1.0,0.75,2,1,0.0,0.75,1,0.08552774338634667
FKDEV00637,218,0.8818897637795275,0.41743119266055045,4,12,0.19724770642201836,0.963302752293578,1,0.07470970011568057
FKDEV00638,41,1.0,0.9512195121951219,1,5,0.12195121951219512,0.8048780487804879,1,0.07739071891175786
FKDEV00639,59,0.5555555555555556,0.6949152542372882,1,1,0.4067796610169492,1.0,1,0.1343216064417193
FKDEV00640,328,0.7071428571428572,0.14634146341463414,4,11,0.17378048780487804,0.975609756097561,1,0.05100073722803289
FKDEV00641,267,0.7142857142857143,0.3707865168539326,3,9,0.22846441947565543,0.8876404494382022,1,0.12657783278051626
FKDEV00642,43,0.7878787878787878,0.23255813953488372,3,1,0.3953488372093023,0.813953488372093,1,0.13117599607691044
FKDEV00643,547,0.5730337078651685,0.6745886654478976,4,1,0.4460694698354662,0.583180987202925,-1,-0.01421285964663932
FKDEV00644,186,0.639344262295082,0.34408602150537637,1,7,0.532258064516129,0.9354838709677419,1,0.13237477199167563
FKDEV00645,814,0.8454545454545455,0.5945945945945946,4,8,0.22113022113022113,0.7481572481572482,1,0.004184145984861387
FKDEV00646,561,0.5909090909090909,0.6078431372549019,1,1,0.20677361853832443,0.6702317290552585,1,0.053508193527479375
FKDEV00647,245,0.8125,0.5428571428571428,4,13,0.2897959183673469,0.8938775510204081,1,0.09221789784223428
FKDEV00648,589,0.5292307692307693,0.44821731748726656,3,1,0.4312393887945671,0.967741935483871,1,0.07066661094722815
FKDEV00649,237,0.7217391304347827,0.5147679324894515,2,4,0.1940928270042194,0.7932489451476793,1,0.13564114858718113
FKDEV00650,1,0.0,1.0,1,1,0.0,1.0,1,0.1449792915256956
FKDEV00651,199,0.8315789473684211,0.5226130653266332,2,13,0.1306532663316583,0.8241206030150754,1,0.13667233260658618
FKDEV00652,30,0.0,1.0,1,4,0.23333333333333334,0.36666666666666664,1,0.021785159858361935
FKDEV00653,1175,0.6028708133971292,0.6442553191489362,1,1,0.24340425531914894,0.691063829787234,-1,-0.027179510404260143
FKDEV00654,64,0.6440677966101694,0.078125,3,1,0.359375,0.953125,1,0.12635867613338114
FKDEV00655,494,0.7413793103448276,0.41295546558704455,2,4,0.25708502024291496,0.9493927125506073,1,0.11856644578256459
FKDEV00656,36,0.7037037037037037,0.25,2,6,0.25,0.7777777777777778,1,0.1501012777943589
FKDEV00657,245,0.5769230769230769,0.5755102040816327,3,9,0.1673469387755102,0.8693877551020408,1,0.10711943608618829
FKDEV00658,1529,0.35800807537012114,0.514061478090255,2,4,0.06540222367560497,0.8109875735775016,-1,-0.06736684010944449
FKDEV00659,678,0.5426695842450766,0.32595870206489674,4,1,0.35103244837758113,0.9277286135693216,1,0.04908992095908371
FKDEV00660,75,0.7272727272727273,0.56,1,1,0.14666666666666667,0.7866666666666666,1,0.14258725855077964
FKDEV00661,1382,0.6290155440414508,0.3017366136034732,3,1,0.5072358900144718,0.8668596237337193,-1,-0.015573614863406138
FKDEV00662,834,0.6910994764397905,0.08393285371702638,3,5,0.10431654676258993,0.9568345323741008,-1,-0.0034395132381447313
FKDEV00663,193,0.6324786324786325,0.39378238341968913,1,8,0.49222797927461137,0.9015544041450777,1,0.14293588175434963
FKDEV00664,281,0.5968992248062015,0.5409252669039146,2,6,0.03558718861209965,0.9110320284697508,1,0.09540878429612054
FKDEV00665,198,0.8932038834951457,0.4797979797979798,1,6,0.5707070707070707,0.9040404040404041,1,0.1250377034384263
FKDEV00666,99,0.6176470588235294,0.6565656565656566,4,9,0.31313131313131315,0.6363636363636364,1,0.07156171612040185
FKDEV00667,331,0.8251748251748252,0.56797583081571,3,5,0.4078549848942598,0.9093655589123867,1,0.11278577866411232
FKDEV00668,15,1.0,0.13333333333333333,1,1,0.4666666666666667,1.0,1,0.1423903159812679
FKDEV00669,92,0.5694444444444444,0.21739130434782608,2,4,0.16304347826086957,0.967391304347826,1,0.14552541264191843
FKDEV00670,68,0.6666666666666666,0.4264705882352941,3,12,0.36764705882352944,1.0,1,0.14438524955954074
FKDEV00671,152,0.7162162162162162,0.5131578947368421,4,1,0.4276315789473684,0.625,1,0.06829575818354694
FKDEV00672,24,1.0,0.8333333333333334,2,1,0.9166666666666666,0.7916666666666666,1,0.017293134336406446
FKDEV00673,34,0.8333333333333334,0.11764705882352941,1,4,0.35294117647058826,1.0,1,0.1578528736856183
FKDEV00674,168,0.7612903225806451,0.07738095238095238,2,6,0.7797619047619048,1.0,1,0.08378941836295073
FKDEV00675,83,0.925,0.5180722891566265,1,1,0.2891566265060241,0.9036144578313253,1,0.14028152841985658
FKDEV00676,150,0.7258064516129032,0.5866666666666667,3,3,0.09333333333333334,0.9133333333333333,1,0.10229405571612354
FKDEV00677,325,0.5638766519823789,0.30153846153846153,4,1,0.36615384615384616,0.916923076923077,1,0.08589943654811594
FKDEV00678,323,0.4527363184079602,0.37770897832817335,4,4,0.26006191950464397,0.9566563467492261,1,0.07673419112528079
FKDEV00679,24,0.5333333333333333,0.375,1,1,0.0,1.0,1,0.14359101505525457
FKDEV00680,23,0.8235294117647058,0.2608695652173913,2,4,0.13043478260869565,0.9130434782608695,1,0.1534422111612354
FKDEV00681,46,0.5,0.21739130434782608,3,1,0.5652173913043478,0.9347826086956522,1,0.11228336001110767
FKDEV00682,1,0.0,1.0,1,1,1.0,0.0,-1,-0.00458743405864892
FKDEV00683,27,0.0,0.7777777777777778,1,1,0.4444444444444444,0.9259259259259259,1,0.08149877428060776
FKDEV00684,56,0.5,0.9642857142857143,2,2,0.2857142857142857,0.3392857142857143,1,0.030649566556276153
FKDEV00685,89,0.6666666666666666,0.5280898876404494,1,7,0.2808988764044944,0.8876404494382022,1,0.16470671637837292
FKDEV00686,456,0.5698529411764706,0.40350877192982454,2,1,0.2807017543859649,0.9298245614035088,1,0.1259223321899674
FKDEV00687,27,0.8461538461538461,0.037037037037037035,1,4,0.7037037037037037,0.9629629629629629,1,0.12309876414900195
FKDEV00688,136,0.6511627906976745,0.36764705882352944,2,6,0.27205882352941174,0.9044117647058824,1,0.16810238240624426
FKDEV00689,506,0.7131147540983607,0.5177865612648221,3,7,0.2628458498023715,0.7035573122529645,1,0.06886371217315224
FKDEV00690,146,0.49295774647887325,0.5136986301369864,1,1,0.10273972602739725,0.7534246575342466,1,0.09409838570420281
FKDEV00691,67,0.723404255319149,0.29850746268656714,3,5,0.208955223880597,0.9104477611940298,1,0.14608337044358377
FKDEV00692,308,0.78125,0.4805194805194805,1,5,0.09415584415584416,0.7662337662337663,1,0.09276295637983567
FKDEV00693,112,0.6981132075471698,0.05357142857142857,4,6,0.03571428571428571,0.9642857142857143,1,0.04564874971328836
FKDEV00694,13,0.9090909090909091,0.15384615384615385,2,1,0.6153846153846154,1.0,1,0.1324533398397525
FKDEV00695,155,0.5555555555555556,0.36129032258064514,4,6,0.1870967741935484,0.9096774193548387,1,0.0921606277258607
FKDEV00696,603,0.6397379912663755,0.24046434494195687,4,13,0.3449419568822554,0.9817578772802653,1,0.04726323810545352
FKDEV00697,104,0.855072463768116,0.33653846153846156,1,1,0.40384615384615385,0.8653846153846154,1,0.14112293690633543
FKDEV00698,78,0.5405405405405406,0.5256410256410257,1,1,0.3076923076923077,0.9743589743589743,1,0.15994393896568648
FKDEV00699,16,0.5454545454545454,0.3125,2,1,0.125,0.875,1,0.14502568367909258
FKDEV00700,478,0.6933797909407665,0.399581589958159,1,3,0.06485355648535565,0.9707112970711297,1,0.08072690152619177
FKDEV00701,56,0.8571428571428571,0.875,3,1,0.14285714285714285,0.6607142857142857,1,0.057965090069011294
FKDEV00702,748,0.7157360406091371,0.7366310160427807,2,5,0.25,0.8355614973262032,1,0.05127144249746396
FKDEV00703,481,0.546875,0.8669438669438669,4,9,0.4178794178794179,0.7505197505197505,-1,-0.008975295112629511
FKDEV00704,16,0.25,0.0,1,2,0.125,1.0,1,0.10296980143205137
FKDEV00705,510,0.6149253731343284,0.3431372549019608,1,1,0.3784313725490196,0.9647058823529412,1,0.08736175995792173
FKDEV00706,36,0.9545454545454546,0.3888888888888889,2,1,0.08333333333333333,0.8055555555555556,1,0.10547231220569314
FKDEV00707,151,0.7803030303030303,0.12582781456953643,1,3,0.7947019867549668,0.9006622516556292,1,0.09902520293992212
FKDEV00708,32,0.6153846153846154,0.1875,2,3,0.40625,0.9375,1,0.1654692044666629
FKDEV00709,29,0.6666666666666666,0.896551724137931,1,5,0.3448275862068966,0.896551724137931,1,0.12338729484088062
FKDEV00710,228,0.6063829787234043,0.5877192982456141,2,1,0.6447368421052632,0.4868421052631579,1,0.04008901504577367
FKDEV00711,336,0.9119496855345912,0.5267857142857143,1,1,0.40476190476190477,0.7767857142857143,1,0.0947154327080087
FKDEV00712,296,0.7604166666666666,0.35135135135135137,2,2,0.14189189189189189,0.8885135135135135,1,0.1341146942988169
FKDEV00713,135,0.7808219178082192,0.45925925925925926,3,10,0.34814814814814815,0.9629629629629629,1,0.14524787735217237
FKDEV00714,308,0.7204301075268817,0.3961038961038961,3,3,0.487012987012987,0.8863636363636364,1,0.11792886916917145
FKDEV00715,17,0.375,0.5294117647058824,2,1,0.29411764705882354,0.5294117647058824,1,0.08997136516809667
FKDEV00716,18,1.0,0.8333333333333334,1,1,0.0,0.2777777777777778,1,0.026554789592404093
FKDEV00717,213,0.8305084745762712,0.7230046948356808,2,1,0.3192488262910798,0.8169014084507042,1,0.1197998062325778
FKDEV00718,47,0.6521739130434783,0.5106382978723404,2,2,0.3829787234042553,0.8723404255319149,1,0.16123131018949988
FKDEV00719,243,0.7066666666666667,0.38271604938271603,2,8,0.16049382716049382,0.9218106995884774,1,0.1390473951892881
FKDEV00720,315,0.6535433070866141,0.5968253968253968,5,7,0.43174603174603177,0.8920634920634921,1,0.02828336468624193
FKDEV00721,432,0.7013888888888888,0.3333333333333333,2,10,0.33796296296296297,0.9421296296296297,1,0.11653386640934033
FKDEV00722,122,0.7183098591549296,0.4180327868852459,5,9,0.27049180327868855,0.8442622950819673,1,0.053842230171853966
FKDEV00723,209,0.8055555555555556,0.48325358851674644,2,1,0.014354066985645933,0.8803827751196173,1,0.10039178934392667
FKDEV00724,367,0.5761316872427984,0.33787465940054495,1,1,0.329700272479564,0.9373297002724795,1,0.11976447516652011
FKDEV00725,319,0.627906976744186,0.5956112852664577,2,1,0.2413793103448276,0.6990595611285266,1,0.0986467822372517
FKDEV00726,206,0.8035714285714286,0.4563106796116505,4,1,0.21359223300970873,0.7281553398058253,1,0.07698666086836503
FKDEV00727,33,1.0,0.696969696969697,1,2,0.2727272727272727,0.9393939393939394,1,0.13010436138122233
FKDEV00728,13,0.25,0.07692307692307693,1,1,0.6923076923076923,1.0,1,0.09076739591456562
FKDEV00729,262,0.4972677595628415,0.3015267175572519,2,1,0.4198473282442748,0.9389312977099237,1,0.13376342617397607
FKDEV00730,88,0.6885245901639344,0.3068181818181818,2,1,0.13636363636363635,0.9886363636363636,1,0.15352120228089378
FKDEV00731,52,0.78125,0.38461538461538464,1,1,0.2692307692307692,0.9423076923076923,1,0.16670043529226947
FKDEV00732,120,0.6,0.375,1,1,0.11666666666666667,0.825,1,0.13649420807863993
FKDEV00733,3,0.6666666666666666,0.0,1,1,0.3333333333333333,1.0,1,0.15102703810205093
FKDEV00734,54,0.631578947368421,0.6481481481481481,3,11,0.48148148148148145,0.5925925925925926,1,0.08869487440692975
FKDEV00735,11,0.875,0.2727272727272727,2,5,0.09090909090909091,0.9090909090909091,1,0.1269860946604105
FKDEV00736,190,0.8064516129032258,0.3473684210526316,2,5,0.1736842105263158,0.9368421052631579,1,0.13952698410096065
FKDEV00737,8,1.0,0.5,1,1,0.25,0.5,1,0.09327566919976321
FKDEV00738,94,0.36666666666666664,0.6808510638297872,2,1,0.0425531914893617,0.9148936170212766,1,0.09701455079589044
FKDEV00739,1,0.0,1.0,1,1,0.0,1.0,1,0.1449792915256956
FKDEV00740,46,0.9459459459459459,0.1956521739130435,2,1,0.08695652173913043,0.9782608695652174,1,0.10535241933577866
FKDEV00741,29,0.5,0.4482758620689655,2,3,0.20689655172413793,0.7241379310344828,1,0.13699827510328072
FKDEV00742,5,0.0,0.8,1,1,0.2,1.0,1,0.10939128564119083
FKDEV00743,48,0.5,0.9166666666666666,2,8,0.4583333333333333,0.8541666666666666,1,0.09882903002203619
FKDEV00744,100,0.6296296296296297,0.19,4,2,0.18,0.97,1,0.0869331861168372
FKDEV00745,64,0.45714285714285713,0.453125,2,5,0.078125,0.984375,1,0.12090595623276656
FKDEV00746,16,0.7272727272727273,0.3125,1,1,0.0,0.8125,1,0.1313682293370435
FKDEV00747,2,1.0,0.5,1,2,0.5,1.0,1,0.15623554518410837
FKDEV00748,131,0.6285714285714286,0.46564885496183206,3,1,0.1984732824427481,0.9312977099236641,1,0.14369233308936658
FKDEV00749,259,0.9716312056737588,0.4555984555984556,2,5,0.27413127413127414,0.749034749034749,1,0.09086322709137418
FKDEV00750,226,0.6623376623376623,0.6592920353982301,2,6,0.29646017699115046,0.7477876106194691,1,0.11300752441985484
FKDEV00751,764,0.728735632183908,0.4306282722513089,2,8,0.2670157068062827,0.9162303664921466,1,0.08264834398141752
FKDEV00752,86,0.0,0.9418604651162791,1,4,0.16279069767441862,0.7906976744186046,1,0.049318048435787465
FKDEV00753,27,0.2857142857142857,0.7407407407407407,1,1,0.2222222222222222,0.5925925925925926,1,0.08357530819277903
FKDEV00754,563,0.7573099415204678,0.3925399644760213,3,6,0.3996447602131439,0.8827708703374778,1,0.09570368437112758
FKDEV00755,60,0.8,0.6666666666666666,2,8,0.48333333333333334,0.95,1,0.141778691846367
FKDEV00756,52,0.7083333333333334,0.5384615384615384,2,1,0.3076923076923077,0.5576923076923077,1,0.11826337797669051
FKDEV00757,179,0.6377952755905512,0.2905027932960894,4,6,0.33519553072625696,0.9553072625698324,1,0.09761277247974515
FKDEV00758,28,0.8,0.4642857142857143,1,4,0.0,1.0,1,0.1448344891836647
FKDEV00759,69,0.6825396825396826,0.08695652173913043,1,1,0.463768115942029,0.9420289855072463,1,0.14311470816135424
FKDEV00760,99,0.5,0.9191919191919192,1,1,0.48484848484848486,0.8585858585858586,1,0.09947576997882374
FKDEV00761,176,0.39344262295081966,0.6534090909090909,2,10,0.09659090909090909,0.9659090909090909,1,0.09719516421516994
FKDEV00762,154,0.37142857142857144,0.5454545454545454,3,1,0.18181818181818182,0.7012987012987013,1,0.07807417888578971
FKDEV00763,364,0.6706586826347305,0.5412087912087912,1,3,0.09340659340659341,0.8873626373626373,1,0.09581451130684099
FKDEV00764,10,0.8888888888888888,0.1,2,1,0.0,1.0,1,0.11938483931934568
FKDEV00765,101,0.5352112676056338,0.297029702970297,1,4,0.33663366336633666,0.9207920792079208,1,0.155010693011997
FKDEV00766,255,0.5483870967741935,0.6352941176470588,2,1,0.3843137254901961,0.6,1,0.08541273515238978
FKDEV00767,27,0.8,0.07407407407407407,1,1,0.14814814814814814,0.9629629629629629,1,0.1479082811826643
FKDEV00768,283,0.650887573964497,0.4028268551236749,2,1,0.38869257950530034,0.8657243816254417,1,0.14294314849994688
FKDEV00769,140,0.8695652173913043,0.5071428571428571,2,1,0.36428571428571427,0.9857142857142858,1,0.14937014890157474
FKDEV00770,4,1.0,0.25,1,1,0.0,1.0,1,0.1420097669790314
FKDEV00771,56,0.6578947368421053,0.32142857142857145,1,1,0.0,0.875,1,0.1351182676162746
FKDEV00772,10,0.6666666666666666,0.1,1,1,0.5,1.0,1,0.15791595920924206
FKDEV00773,610,0.38392857142857145,0.8163934426229508,3,9,0.33114754098360655,0.8573770491803279,1,0.0348515461260378
FKDEV00774,42,0.6451612903225806,0.2619047619047619,1,3,0.5238095238095238,0.8809523809523809,1,0.15101424311714717
FKDEV00775,101,0.49295774647887325,0.297029702970297,1,1,0.2079207920792079,0.8316831683168316,1,0.14371046803889553
FKDEV00776,51,0.8333333333333334,0.5294117647058824,2,1,0.8431372549019608,0.8627450980392157,1,0.0905159833423177
FKDEV00777,9,0.5,0.5555555555555556,1,1,0.0,1.0,1,0.13573240544559156
FKDEV00778,195,0.4460431654676259,0.28717948717948716,2,7,0.26153846153846155,0.9794871794871794,1,0.13308904259252002
FKDEV00779,902,0.4518348623853211,0.516629711751663,2,10,0.4445676274944568,0.8270509977827051,1,0.020231798423925196
FKDEV00780,11,0.7142857142857143,0.36363636363636365,2,2,0.36363636363636365,0.6363636363636364,1,0.13480662399015908
FKDEV00781,72,0.9193548387096774,0.1388888888888889,1,1,0.3472222222222222,0.8611111111111112,1,0.12648698296743138
FKDEV00782,28,0.8571428571428571,0.5,3,5,0.14285714285714285,0.6428571428571429,1,0.10097013518239895
FKDEV00783,81,0.8076923076923077,0.35802469135802467,4,7,0.4567901234567901,0.9876543209876543,1,0.09873059118802552
FKDEV00784,249,0.740506329113924,0.3654618473895582,2,4,0.24899598393574296,0.8875502008032129,1,0.1487813061023312
FKDEV00785,14,0.5,0.7142857142857143,2,1,0.2857142857142857,0.7142857142857143,1,0.12371993401279463
FKDEV00786,114,0.6388888888888888,0.6842105263157895,2,7,0.3157894736842105,0.47368421052631576,1,0.08331050912428245
FKDEV00787,600,0.7130681818181818,0.41333333333333333,3,7,0.18,0.9466666666666667,1,0.07826692056547957
FKDEV00788,206,0.5948275862068966,0.4368932038834951,2,6,0.5533980582524272,0.941747572815534,1,0.13756272769221428
FKDEV00789,9,0.25,0.5555555555555556,1,1,0.3333333333333333,0.5555555555555556,1,0.07107897701666477
FKDEV00790,9,0.7142857142857143,0.2222222222222222,1,1,0.5555555555555556,1.0,1,0.16318414439040518
FKDEV00791,46,0.7647058823529411,0.6304347826086957,4,9,0.3695652173913043,0.6086956521739131,1,0.06804484960240076
FKDEV00792,304,0.5543071161048689,0.12171052631578948,1,4,0.7401315789473685,0.9539473684210527,1,0.07355724666023
FKDEV00793,256,0.3132530120481928,0.67578125,1,1,0.1640625,0.62109375,1,0.034445928529193925
FKDEV00794,21,0.6842105263157895,0.09523809523809523,2,1,0.23809523809523808,1.0,1,0.15100179910949985
FKDEV00795,124,0.7294117647058823,0.31451612903225806,3,10,0.25806451612903225,0.8870967741935484,1,0.14455684427590504
FKDEV00796,231,0.567741935483871,0.329004329004329,2,3,0.3116883116883117,0.8484848484848485,1,0.1428979883834764
FKDEV00797,739,0.6184971098265896,0.7658998646820027,4,6,0.036535859269282815,0.2476319350473613,-1,-0.08186345101730252
FKDEV00798,10,0.9,0.0,3,1,0.1,1.0,1,0.07512380388627515
FKDEV00799,4,0.75,0.0,1,1,0.25,1.0,1,0.1624066282909316
FKDEV00800,211,0.8571428571428571,0.004739336492890996,2,1,0.018957345971563982,0.995260663507109,1,0.05947030889698868
FKDEV00801,322,0.7934272300469484,0.3385093167701863,4,14,0.2515527950310559,0.9596273291925466,1,0.08078376366795736
FKDEV00802,31,0.25,0.8709677419354839,2,1,0.03225806451612903,0.8709677419354839,1,0.07418643963487381
FKDEV00803,30,0.6666666666666666,0.9,2,6,0.4666666666666667,0.8333333333333334,1,0.10787025214651158
FKDEV00804,69,0.9206349206349206,0.08695652173913043,1,1,0.2898550724637681,0.9565217391304348,1,0.13071543309166234
FKDEV00805,335,0.5531914893617021,0.5791044776119403,4,7,0.31343283582089554,0.9343283582089552,1,0.07697325209358874
FKDEV00806,4,0.0,0.5,2,1,0.0,0.75,1,0.06273974501605295
FKDEV00807,158,0.594059405940594,0.36075949367088606,2,5,0.4177215189873418,0.8354430379746836,1,0.15962315546552602
FKDEV00808,9,0.7777777777777778,0.0,1,1,0.1111111111111111,1.0,1,0.15348490548749522
FKDEV00809,524,0.5413105413105413,0.3301526717557252,1,2,0.06297709923664122,0.9045801526717557,1,0.05921175077624108
FKDEV00810,4,0.3333333333333333,0.25,2,2,0.75,0.75,1,0.07010725727553835
FKDEV00811,63,0.7142857142857143,0.7777777777777778,1,3,0.4126984126984127,0.8095238095238095,1,0.12770169515672103
FKDEV00812,149,0.6588235294117647,0.42953020134228187,3,4,0.14093959731543623,0.9463087248322147,1,0.13234241382905576
FKDEV00813,303,0.6292134831460674,0.41254125412541254,2,3,0.5643564356435643,0.9405940594059405,1,0.12282607368215859
FKDEV00814,9,1.0,0.7777777777777778,1,2,0.0,1.0,1,0.11652691876654558
FKDEV00815,17,1.0,0.5882352941176471,3,1,0.47058823529411764,0.8823529411764706,1,0.09934774211972297
FKDEV00816,27,0.875,0.1111111111111111,1,5,0.2222222222222222,0.9629629629629629,1,0.1565640510686504
FKDEV00817,45,0.7714285714285715,0.2222222222222222,1,4,0.35555555555555557,1.0,1,0.16696145365139742
FKDEV00818,29,0.6923076923076923,0.5517241379310345,1,1,0.41379310344827586,0.7931034482758621,1,0.15766715148938598
FKDEV00819,141,0.7564102564102564,0.44680851063829785,3,6,0.3900709219858156,0.9290780141843972,1,0.1460267030038822
FKDEV00820,41,1.0,0.8536585365853658,2,6,0.17073170731707318,0.4146341463414634,1,0.02688453457039308
FKDEV00821,39,0.08333333333333333,0.6923076923076923,3,1,0.46153846153846156,0.7435897435897436,1,0.047701110911038236
FKDEV00822,76,0.8863636363636364,0.42105263157894735,3,1,0.4342105263157895,0.9342105263157895,1,0.1355001137086735
FKDEV00823,59,0.71875,0.4576271186440678,2,8,0.5084745762711864,0.864406779661017,1,0.15451267492404563
FKDEV00824,35,0.9047619047619048,0.4,1,4,0.11428571428571428,0.9428571428571428,1,0.14204260899131055
FKDEV00825,19,0.8888888888888888,0.05263157894736842,1,3,0.5263157894736842,0.9473684210526315,1,0.14314978506614906
FKDEV00826,84,0.6521739130434783,0.7261904761904762,3,1,0.5833333333333334,0.9404761904761905,1,0.09879124360738106
FKDEV00827,277,0.6571428571428571,0.11552346570397112,2,1,0.4548736462093863,0.9927797833935018,1,0.115945200318266
FKDEV00828,328,0.7385321100917431,0.3353658536585366,1,1,0.823170731707317,0.9390243902439024,1,0.05827497950183802
FKDEV00829,303,0.4642857142857143,0.9075907590759076,1,1,0.21122112211221122,0.5907590759075908,1,0.04146278616614374
FKDEV00830,15,1.0,0.5333333333333333,2,1,0.2,0.4666666666666667,1,0.08112269746899464
FKDEV00831,141,0.8169014084507042,0.49645390070921985,3,9,0.45390070921985815,0.8723404255319149,1,0.13124076374528876
FKDEV00832,26,0.7692307692307693,0.5,4,7,0.34615384615384615,0.8461538461538461,1,0.10589126583781877
FKDEV00833,60,1.0,0.8166666666666667,2,10,0.2833333333333333,0.8833333333333333,1,0.097105604137671
FKDEV00834,35,0.7142857142857143,0.2,3,8,0.37142857142857144,0.9428571428571428,1,0.141500302522845
FKDEV00835,29,0.4,0.8275862068965517,1,1,0.4827586206896552,0.7586206896551724,1,0.09422111700438057
FKDEV00836,158,0.6944444444444444,0.08860759493670886,3,9,0.310126582278481,0.9430379746835443,1,0.1130209483268364
FKDEV00837,18,0.7333333333333333,0.16666666666666666,1,1,0.3888888888888889,1.0,1,0.17022554555591063
FKDEV00838,270,0.22857142857142856,0.48148148148148145,3,1,0.5407407407407407,0.8481481481481481,1,0.0566560400778966
FKDEV00839,195,0.6,0.46153846153846156,2,4,0.3282051282051282,0.9846153846153847,1,0.15161268806048828
FKDEV00840,158,0.704225352112676,0.5506329113924051,1,1,0.8164556962025317,0.7974683544303798,1,0.08454220118563666
FKDEV00841,495,0.528169014084507,0.4262626262626263,5,7,0.5454545454545454,0.7393939393939394,-1,-0.0031272427964621485
FKDEV00842,22,0.6190476190476191,0.045454545454545456,1,1,0.5,0.9545454545454546,1,0.14518534165962543
FKDEV00843,27,0.0,1.0,4,2,0.2222222222222222,1.0,-1,-0.0014660997215041327
FKDEV00844,9,0.0,1.0,1,1,0.7777777777777778,1.0,1,0.08901075929539248
FKDEV00845,53,0.75,0.4716981132075472,3,1,0.6981132075471698,0.6981132075471698,1,0.08292493427819514
FKDEV00846,10,0.0,1.0,2,1,0.3,0.6,1,0.0479292430772883
FKDEV00847,1,0.0,1.0,1,1,1.0,1.0,1,0.09209886002701767
FKDEV00848,93,0.8181818181818182,0.2903225806451613,5,11,0.23655913978494625,0.978494623655914,1,0.051257649699648855
FKDEV00849,4,0.0,1.0,1,1,1.0,1.0,1,0.08005707295075021
FKDEV00850,121,0.48333333333333334,0.5041322314049587,2,5,0.2066115702479339,0.9338842975206612,1,0.15017594210011215
FKDEV00851,95,0.7241379310344828,0.6947368421052632,2,1,0.9894736842105263,0.4105263157894737,-1,-0.013106347593442313
FKDEV00852,358,0.49206349206349204,0.6480446927374302,1,1,0.17039106145251395,0.9078212290502793,1,0.09125438272191166
FKDEV00853,89,0.782608695652174,0.2247191011235955,2,1,0.651685393258427,0.9775280898876404,1,0.13809371327679976
FKDEV00854,29,0.23076923076923078,0.5517241379310345,1,1,0.3103448275862069,0.896551724137931,1,0.11280724796107788
FKDEV00855,3,0.0,1.0,1,1,0.6666666666666666,1.0,1,0.09439569134854164
